PC1,PC2,PC3,PC4,KMeans_Cluster,DBSCAN_Cluster,Magnitude,Depth,weighted_fault_risk,fault_complexity_score
1.3027031776294564,0.36440090029968486,-0.06955052246577449,-0.1932605938205196,1,0,4.4,10.0,18.568223580079668,2.9436050237806044
0.35160646826681025,-0.08213258084650232,1.5768056660605494,0.6175503525729886,2,0,5.2,10.0,6.465435312746751,3.0312057019276386
1.6914569838281017,1.3474578186757105,0.40931748748364755,1.0383666199209085,2,2,4.8,10.0,14.908165446516932,2.0682598073968297
1.228641195950885,0.6845192306280239,0.3236818695390379,-0.017476708843767612,2,0,4.4,10.0,17.059669763689953,2.467628477263896
0.7517334024998864,-1.2862501182113955,0.5074222939531218,1.4994613608915597,1,-1,5.7,10.0,7.53912247642663,1.9794918513856077
2.0128101338845408,0.044589985729673626,3.6746858252118644,-1.0745832961678339,2,-1,4.3,10.0,15.72527251974001,11.80095988418644
1.5516315062031008,1.0311653261349873,0.3416009674166266,-0.5964984333521283,2,0,4.0,10.0,21.873821430539238,3.3190177807371133
3.630528181236632,0.7017125940463527,0.06357659578159346,0.8296963519887866,2,-1,4.8,10.0,34.67424806362956,4.70618910966336
0.8893917246421762,-1.8504749962953766,-0.5029024899814774,0.7740391900691176,1,0,5.2,10.0,2.839518340604097,1.4149973291241584
-1.7264093341687543,-3.15041765558711,-1.1347565474966543,0.3193017432698945,0,-1,4.8,10.0,0.0,0.0
0.7881851117313944,-2.0237064783105114,-0.5500515457711985,0.6042145840901697,1,0,5.1,10.0,2.308535868057111,1.4176931533691528
1.3888489067617604,-0.387168442988438,0.851062493989334,0.09864222269007504,2,0,4.7,10.0,12.331969664113782,2.3705641843015863
0.563119575843913,0.5241863432876673,-0.4329502264078382,-0.30390446864467235,1,0,4.4,10.0,12.696878825936995,1.562868452862362
2.066374318933338,-0.27563521084788206,0.7033356528757407,-0.00887192547795933,1,0,4.7,10.0,24.052330491058765,4.250929645625039
0.7328039735314013,0.5241126576840075,0.3038666858687146,-0.6366937946516125,2,0,4.1,10.0,12.456394071950166,2.0943520033258625
1.2354470374684423,0.08597707066919476,0.6122181083998953,-0.4984570972553191,2,0,4.1,10.0,13.24737590747037,2.607979859371816
0.5205768035505294,-2.2549679422096243,-0.16356185920741068,0.1536917763560781,2,-1,4.6,10.0,0.9313392495933146,2.112312218406453
0.5385945657869501,-2.109313908032694,-0.08711908085188982,-0.7555539160583318,1,0,4.3,10.0,2.7973411192228905,1.886609882691575
0.9644542702336139,0.24676134300060115,0.06341539918208335,-0.9802411699225712,1,0,4.0,10.0,16.91767898816088,3.276476621750555
2.8818287877506465,0.6435403345586264,1.2859502630629764,0.4117970421166623,2,-1,4.8,10.0,31.15851454034845,5.28610528358099
1.3042587374750214,-0.038552833798228894,3.5986564554276392,-1.6228354110420917,1,-1,4.2,10.0,11.596408124881991,12.826416095647
2.4743162881230027,-1.3844190837604196,-0.528217059991087,2.077605590084762,1,-1,5.9,10.0,11.63337250237029,1.391115279889427
0.5552913285120438,-0.3321928665730102,1.0391414510360553,-0.19873469473205352,2,0,4.5,10.0,6.265448207904856,1.8674449971365477
1.6820296491754816,0.4901666478951172,-0.6639704188934626,-0.3491570151624385,2,-1,4.1,10.0,13.82059775605673,1.552399766357015
1.9992934314738577,0.4584092723405162,0.0031041708327362257,0.09970262421773009,1,0,4.7,10.0,22.714352083043053,2.639416487901273
1.3677105176370774,-0.3247712496140684,0.7286415033377616,-0.35973479175627937,2,0,4.4,10.0,12.331969664113782,2.3705641843015863
1.6781538920802794,-1.8430915472248013,0.4967130934050125,0.35642695458858437,2,-1,4.9,10.0,5.653891834847937,1.9125289124571467
1.9640627829327193,0.5624045946311327,-0.20093081358655202,-0.6642590665261945,1,0,4.2,10.0,22.714352083043053,2.639416487901273
0.6537322311267071,-0.9686781455714628,-0.08446851984714876,-1.2176952663881944,1,0,4.0,10.0,7.019483085596968,1.6727248856222303
1.6338470547537085,-2.5733579868531455,0.9055679582871324,-0.04691581081183259,2,-1,4.5,10.0,1.363730290707366,1.732704992487894
0.8459435139579791,0.04439205576891861,-0.3022263845141908,-0.5572279385115587,1,0,4.2,10.0,13.191048934002426,2.0986150875542178
2.2731120338165867,1.3728424539305293,0.27362733286092733,-1.0509191659243373,1,0,4.0,10.0,31.624247137068338,4.903536569256853
2.2937612741527675,-1.245154483500781,-0.3485921738774165,0.6406029683751033,1,0,5.1,10.0,11.955127458350814,2.0218333952493017
1.2352030699874705,-2.4106663399808435,-0.089764332376111,-0.7801327733230049,1,0,4.4,10.0,1.7915792411604874,1.427148408851018
2.1986001108313875,-1.6445163218463026,1.4095700800949582,-0.19645180757153213,2,1,4.4,10.0,4.263035403245315,2.901444604542172
1.434157613716859,-1.5773057739506293,-0.4452711082179252,0.9779295731047235,1,0,5.2,10.0,7.256245563880534,2.4087139902493244
0.05035180374665092,0.4123335700653911,0.3758510969548889,1.2445481380907542,1,0,5.6,10.0,9.061435955021546,1.6639842631098332
-0.00601723391917128,0.5787260857303775,0.049395121884028136,0.02220943290047457,1,0,4.8,10.0,9.061435955021546,1.6639842631098332
0.3055610833482837,0.3509433630675213,0.12161763924393969,0.1984682091821082,1,0,4.8,10.0,11.803381519230092,2.0944235506450024
1.336454118645232,1.4707833789027747,-0.3212620584080641,1.369815816747442,1,0,5.4,10.0,23.1430127660104,3.046725016383337
0.18871378728725308,0.5218228888613782,-0.045356395935494294,-0.06759944889544162,1,0,4.7,10.0,7.328976256090016,2.781806377688588
1.6573105351144022,0.012844059906113122,0.16444337356671102,-0.8316948821039503,1,0,4.2,10.0,17.44516170635086,3.1681063970262344
0.2867939903794201,0.7916594534947123,-0.09111493465084763,-0.7205127934778802,1,0,4.2,10.0,13.432711580062012,2.3595308493078657
0.9181294489028987,1.1347917279337827,0.03308076923904299,1.420888348486683,1,-1,5.5,10.0,17.262353915463574,3.1479849420250927
1.2532138822823387,0.8451078643580175,0.283904275099649,-0.6519142433696477,2,0,4.0,10.0,18.1634470227369,2.808662532523895
0.8406220221123931,1.3635814369731387,-0.4157961964833904,-0.25982737114995047,1,0,4.4,10.0,17.262353915463574,3.1479849420250927
1.9365177311294188,-1.5452922451514113,-0.9313639453108234,0.30821418868227085,1,0,4.8,10.0,8.007518688426222,1.3356678178912167
1.9568531058794851,0.48389784113934536,0.5913615223372933,0.4940200473937484,2,0,4.9,10.0,18.75946593725581,2.6125418051289278
1.529744087784907,0.9875897040807532,0.4904934653410785,-0.264855186353179,1,0,4.4,10.0,27.066634119244785,4.926612559918243
1.3803445683211042,-1.1347159963161118,0.5848230967125614,0.5044642754565903,1,0,5.0,15.0,12.06627311229618,2.6925452015886595
-3.258821793022455,-0.46774203110561285,-0.2306911016041102,1.6159856984940546,0,-1,5.8,10.0,0.0,0.0
2.2847636709211145,-1.7994416782758476,1.1912788158603698,0.9947639708285808,2,1,5.1,10.0,4.7030857673823006,1.5181021143294409
1.0267323378413915,1.8577999980390847,3.0297063530182635,0.19900825608097772,1,-1,5.0,10.0,23.39985634093874,10.721337749390855
1.001235692980766,-0.297715514226975,0.37048154042639886,-0.807790775387006,2,0,4.1,10.0,9.205407444049438,1.8034103901596923
2.078683200891436,-1.9058070801590818,1.0118180453613104,0.1675207285319341,2,1,4.6,10.0,2.778180931858393,1.4188014435088323
0.46039403142289526,-0.47306903164173464,-0.21016275541882004,0.5251055725055211,1,0,5.0,10.0,7.861130480564178,1.031093417328045
0.5368346133317999,-0.5140000093369691,-0.08620324999143979,1.157294445453905,1,0,5.4,10.0,8.162693219096726,1.0167109795285003
